,Product Name,Product Description,Discounted Price,Original Price,Discount Percentage,Customer Rated Rating,Customer Review Test,Reviewers Name,Review_posted_dates
637,HRX by Hrithik Roshan,HRX By Hrithik Roshan Racketsport Men Jet Black Rapid-Dry Abstract Tshirts,₹516,₹1099,(53% OFF),"[5, 5, 5]","[""Just perfect!!! Quality of the material and fit is exactly as it's mentioned"", 'Very well fitted and very nice material also graphics is very good.', ""So Beautiful So Elegant , Just Looking A WOW. 😜 , well yeah it's actually a Good Quality Product In This Range. Really Love It. Thanks Myntra.""]","['Naveen Ks Naveen', 'Soumya Chakraborty', 'Razeen Al Wali']","['11 Feb 2023', '8 Jan 2024', '6 Dec 2023']"
638,H&M,Pure Cotton Loose Fit T-Shirt,Rs. 799,,,,,,
639,Roadster,The Lifestyle Co. Pure Cotton T-shirt,₹373,₹1099,(66% OFF),"[5, 4]","[""The measurements weren't as mentioned on the site."", '']","['Sanwal', 'Md Tariq']","['14 Jan 2024', '20 Jan 2024']"
640,Friskers,Graphic Printed Slim Fit Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
641,Harvard,Men Green Polo Collar Pure Cotton T-shirt,₹399,₹999,(60% OFF),"[5, 4, 5]","['Value for money for this price point must recommend this brand ?', 'Perfect fitting and actual product which shows in photos but little bit expensive', 'As expected.']","['Amanpreet Kaur', 'Dev', 'Shubham Madhukar']","['17 Mar 2022', '5 Aug 2023', '18 Nov 2021']"
642,Dennis Lingo,Men Black Henley Neck Pure Cotton T-shirt,₹379,₹1549,(Rs. 1170 OFF),"[4, 4, 4]","['Little bit short t-shirt for 6ft i recommend large size for 6ft', 'As per price its actually good', 'Good fabric feel awesome']","['Suhail Parkar', 'Myntra Customer', 'Dana Prakash']","['5 Nov 2023', '11 Sept 2023', '13 Jan 2024']"
643,Sztori,Plus Size Men White Navy Blue Colourblocked Polo Collar Pure Cotton T-shirt,₹719,₹1599,(55% OFF),"[3, 5, 5]","['Material is just ok.....size and length is same as expected...', 'Nice product And nice delivery agent ?', 'Great quality and fit. The T-shirt and sleeve length is also good. Value for money overall.']","['Garg Moni', 'Jay Kadhiwala', 'Jacob Ninan']","['15 Mar 2020', '6 Feb 2021', '28 Mar 2021']"
644,Mast & Harbour,Mast Harbour Grey Solid Polo Pure Cotton T-shirt,₹388,₹1049,(63% OFF),"[4, 1, 3]","['Colour of the tshirt is quite different. It is shown gray in image but slightly greenish . The colour mentioned on tshirt is ash charcoal. Overall its a good product', 'I have ordered 2 t-shirt from same brand they are amazing but this particular t-shirt is baggage although the size the same I ordered.', 'Nice but large..good quality']","['Sumedh More', 'Sagar Reddy K', 'Mukul']","['18 Aug 2021', '5 July 2021', '17 Mar 2021']"
645,HRX by Hrithik Roshan,Training Men Black Rapid-Dry Typography Printed T-shirt,₹328,₹699,(53% OFF),"[5, 4, 5]","['Perfect….. great for workout…. Very comfortable ♥️', 'Product is good Try M size if you want body fitting', '']","['Yogesh Giri', 'Saurabh Chandok', 'Nilesh Bhiva Gawade']","['6 June 2023', '6 Apr 2023', '16 Sept 2023']"
646,Friskers,Typography Printed Slim Fit Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
647,HRX by Hrithik Roshan,Typography Printed Antimicrobial Training T-shirt,₹719,₹899,(20% OFF),[5],['Nice'],['Sakshi'],['12 Jan 2024']
648,Kook N Keech,Men Tie and Dye Pure Cotton T-shirt,₹349,₹999,(65% OFF),[],[],[],[]
649,HRX by Hrithik Roshan,Typography Printed Rapid-Dry Running T-shirt,₹719,₹899,(20% OFF),[],[],[],[]
650,ether,Men Black Solid Moisture-Wicking Antimicrobial Polo,₹494,₹1099,(55% OFF),"[5, 4, 5]","['Best polo T-shirt one can buy. Good thing about this brand ‘ether’ is the quality of fabric they provide at this minimal rate. You’re basically getting H&M quality at half of the price. My suggestion would be go for a larger size than your usual one (if you’re a gym person).', 'Better than i expected...but length is little long... otherwise all goo', 'Perfect fit….nice look you cannot go wrong with a plain black t shirt just go for it worth it all the money one of my favourite t shirts ❤️']","['Nayan Konde', 'Probin', 'Shreyansh Diwan']","['17 Feb 2023', '26 Nov 2022', '21 Dec 2023']"
651,Friskers,Printed Slim Fit Pure Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
652,WROGN,Polo Collar Slim Fit T-shirt,₹662,₹1299,(49% OFF),"[3, 1, 5]","['Quality is good but the colour is little dull, not dark as shown on the photo.', 'Very cheap quality product, color gone after single wash, also over long sized.', 'Nice tshirt. Like it very much.']","['Atharva', 'Sudip Kumar', 'Diwakar Singh']","['10 June 2023', '17 June 2023', '26 July 2023']"
653,Kook N Keech,Men Tie and Dye Drop-Shoulder Sleeves Oversized Pure Cotton T-shirt,₹349,₹999,(65% OFF),[],[],[],[]
654,Friskers,Typography Printed Round Neck Long Sleeves Pure Cotton Slim Fit T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
655,The Souled Store,Unisex Navy Blue White Printed Round Neck Pure Cotton T-shirt,₹529,₹999,(47% OFF),"[4, 5, 4]","['Must have t shirt in your wardrobe', 'For ""The Office"" fans. You should own it!', 'The price is a bit high I think but the product is good.']","['Dr Mamta', 'Sayan Paul', 'Tirthajyoti Kulu']","['2 Jan 2024', '6 Nov 2023', '4 Oct 2022']"
656,Roadster,The Life Co. Drop-Shoulder Sleeves Pure Cotton T-shirt,₹314,₹899,(65% OFF),[],[],[],[]
657,Rigo,Men Blue Slim Fit Cotton T-shirt,₹439,₹999,(56% OFF),"[3, 5, 4]","[""This T-shirt looks very nice in the pic on the site, but will look a little bit less nice in original. And after multiple washes, it's fabric quality will start depreciating. Actually, most of the people pen their review just after the delivery of the product. Therefore, they may give this T-shirt 4 stars, but it's merely an average product worth 3 stars. This T-shirt might look more attractive, if it would have been colourful."", 'Very Comfortable Full Sleeve T shirt At Summertime —- Pure Cotton, ? Same Color as Picture Thanks ? Myntra for Beautiful Product ?', 'Color as you can see from my uploaded picture is little different from Mytra ad pic. But it is quite good. I liked it. Fabric is also soft and stretchable. Go for it.']","['Abhishek Kumar', 'Arshad', 'Prabir Kumar']","['7 July 2023', '14 Apr 2021', '3 June 2021']"
658,Hypernation,White Slim Fit Pure Cotton T-shirt,₹699,₹985,(29% OFF),"[5, 5, 5]","['The color is like rin white. ? In winters it feels warm. Its a nice t-shirt n can be worn using a sleeveless jacket or coat.', 'Nice Nice . Worth to buy and fabric is awesome.', 'Proper fitting as well as good quality product']","['Bhavesh S', 'Taps', 'Vaibhav']","['24 Jan 2022', '1 Mar 2021', '10 Feb 2021']"
659,ecott,Round Neck Short Sleeves Cotton T-shirt,₹417,₹549,(24% OFF),[],[],[],[]
660,Bewakoof,Men Black Batman Outline Logo Printed Round Neck Pure Cotton T-shirt,₹549,₹1099,(Rs. 550 OFF),"[4, 5, 5]","['The garment length is a bit long..But the T-shirt is very nice look and material wise..Short people should not buy this or any bewkoof tshirt. I kept the T-shirt as I liked it also the stuff is good..Will wear it in.', 'My husband is 6\'7"" tall. Batman is his most favourite character. This tshirt is so comfortable. He has faced problems of perfect fit tshirt due to his height always. But this tshirt is perfectly fit for him ❤️', 'I love this t shirt so much this is what I want ....very premium quality ?']","['Neeraj Patidar', 'Arpita Chatterjee', 'Alarsh Tiwari']","['15 June 2022', '10 Dec 2022', '9 Jan 2022']"
661,Nautica,Men Teal Blue Pure Cotton Typography Printed T-shirt,₹626,₹1899,(67% OFF),"[5, 5, 4]","['Nice t-shirt nice colour n nice stuff but Length too long', 'Quality and premium product', 'Nice Tshirts…Value for money']","['Sonia Aneja', 'Myntra Customer', 'Arvind']","['24 Sept 2021', '14 May 2023', '2 May 2023']"
662,Friskers,Graphic Printed Slim Fit Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
663,FCUK,Brand Logo Drop-Shoulder Sleeves Pure Cotton Applique Oversized T-shirt,₹489,₹1399,(65% OFF),[],[],[],[]
664,HRX by Hrithik Roshan,Geometric Printed Regular Fit Rapid-Dry Racket Sport T-shirt,₹1039,₹1299,(20% OFF),[5],['Not up to mark'],['Sanjeet Roy'],['29 Dec 2023']
665,Roadster,Men White & Black Pure Cotton Striped Round Neck T-shirt,₹335,₹799,(58% OFF),"[3, 4, 4]","['Rated 3 stars because of the design...Strips are the rubber print over the t-shirt. Anyways it looks good and fit is also okay.', 'Design and colour is nice,only problem is the black & brown strap are like rubber For this price u can go for it', 'Good tshirt, very good material as expected.. Bt prints looks like vanished after few washes..']","['Yashika', 'Harish Shetty', 'Ambar Shah']","['19 Oct 2023', '9 Nov 2023', '12 Apr 2021']"
666,Roadster,The Lifestyle Co Men Olive Green Solid Round Neck T-shirt,₹286,₹699,(59% OFF),"[5, 4, 3]","['Perfect Fittings, excellent quality and value for money. This Roadster T-shirt is made in Bangladesh, however my another Roadster T-shirt which is Made in India is not up to the mark, Fittings and Stitching is not good at all in that. Anyway Made in Bangladesh products are really good.', 'I gave 4 star becuase the length of the t shirt is somewhat short. The sleeve is long. But i adjust it & The quality of cloth is superb... go for it', ""This t-shirt is just fine nt so good becoz it's color fade away just after two wash and now it looks like much old t-shirt.""]","['Sourav Dalal', 'Monish Mansuri', 'Kaya']","['19 June 2021', '31 Dec 2020', '13 Jan 2021']"
667,Friskers,Printed Slim Fit Pure Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
668,GAME BEGINS,Round Neck Short Sleeves Pure Cotton T-shirt,₹329,₹599,(45% OFF),[],[],[],[]
669,Levis,Pure Cotton Brand Logo Printed Casual T-shirt,₹1079,₹1199,(10% OFF),"[5, 5, 5]","['Good quality', 'Got this t shirt at a very low price.. Thanks myntra', 'A decent look of T shirt']","['Myntra Customer', 'Resham Joshi', 'Makeswaran']","['5 Jan 2024', '18 Oct 2023', '21 Dec 2023']"
670,French Connection,Men Polo Collar Pure Cotton T-shirt,₹626,₹1899,(67% OFF),[],[],[],[]
671,GAME BEGINS,Round Neck Long Sleeves Pure Cotton T-shirt,₹384,₹699,(45% OFF),[],[],[],[]
672,French Connection,Striped Polo Collar Pure Cotton T-shirt,₹659,₹1999,(67% OFF),"[5, 5, 5]","['Awesome tshirt thought it could be short but awesome fabric and nice texture for tshirt.', ""It's a great purchase , go for it"", 'Excellent']","['Rohith', 'Myntra Customer', 'Cageelton Albert Soj']","['10 Dec 2023', '7 Dec 2023', '15 Nov 2023']"
673,The Souled Store,Solids: Emerald Green Green Oversized T-Shirts,₹734,₹1499,(51% OFF),"[5, 4, 1]","['Excellent quality as always souled store never disappoints', '', 'Quality not good']","['Ilyas Khan', 'Avinash Singh', 'Udhay Rajput']","['26 Aug 2023', '20 Oct 2023', '6 Aug 2023']"
674,H&M,Men White Solid Sustainable T-shirt Loose Fit,Rs. 799,,,,,,
675,HRX by Hrithik Roshan,Printed Colourblocked Running T-shirt,₹519,₹1299,(60% OFF),"[4, 5, 5]","['Overall its good but Trademark HRX logo is not there as shown on advt jersey so bit disappointed on that one.Otherwise quality and fitting is good', 'Nice comfy for running..nice quality loved it ❤️', 'Material feels very good on the skin .. should be good for running']","['Swapnil Pawar', 'Vishal', 'Dr Kiran']","['22 June 2023', '19 May 2023', '21 May 2023']"
676,Friskers,Printed Slim Fit Pure Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
677,Levis,Pure Cotton Brand Logo Printed Casual T-shirt,₹1039,₹1299,(20% OFF),[5],['Excellent product.'],['Abinash Mohanty'],['16 Dec 2023']
678,Mast & Harbour,Men Green & White Tie and Dye Dyed T-shirt,₹349,₹999,(Rs. 650 OFF),"[5, 3, 5]","['Great tshirt Absolutely loved it', 'All good, but color is very light, will fade in few washes.', 'Happy good quality']","['Sharjeel Ahtesham', 'Rudaba Hussain', 'Avi Das']","['10 Dec 2023', '29 Sept 2022', '27 Sept 2022']"
679,HERE&NOW,Graphic Printed Drop-Shoulder Sleeves Pure Cotton T-shirt,₹318,₹1099,(71% OFF),[],[],[],[]
680,FREE SOCIETY,Polo Collar Pure Cotton Oversized T-shirt,₹575,₹1799,(68% OFF),[],[],[],[]
681,Maniac,Mandarin Collar Cooton Slim Fit T-shirt,₹663,₹2139,(69% OFF),[],[],[],[]
682,ecott,Bio Finish Cotton T-shirt,₹417,₹549,(24% OFF),[],[],[],[]
683,Kook N Keech Marvel,Men Olive Green Printed Round Neck Pure Cotton Oversized T-shirt,₹303,₹799,(62% OFF),"[4, 5, 5]","[""It's amazing. Quality is also good in this price. Color is very much attractive. Go for it"", 'Excellent product, very comfortable. It’s perfect for Indian summers!', 'Truly loved this product and colour Lets see its durability ?']","['Alfaaz', 'Saif Rasul Khan', 'Ayushman Yadav']","['11 May 2022', '22 June 2023', '19 Apr 2022']"
684,WROGN,Men Black Slim Fit Solid Round Neck Pure Cotton T-shirt,₹753,₹1299,(42% OFF),"[5, 4, 5]","['Very good quality fabric and as expected fitting', 'Good fit. No problem.', ""T-shirt is awesome. The fabric is of good quality and feels very comfortable. I'm happy. Thanks alot Myntra""]","['Chaitanya Bugde', 'Rahul Ganguly', 'Md']","['23 Nov 2020', '8 Feb 2022', '1 Apr 2021']"
685,VEIRDO,Men Olive Green Colourblocked Polo Collar T-shirt,₹527,₹1199,(56% OFF),"[5, 4, 3]","[""Colour is different from the image shown but as per description it's olive green only I got it. Very comfortable and best in quality as per price"", 'Colour not as shown in photo. Its dark green. Fit is good', 'Colour in the picture and actual product colour differs. Quality is good and no fit issues.']","['Myntra Customer', 'Vijay M', 'Mohammad Dileep']","['6 Mar 2023', '24 Sept 2023', '28 June 2023']"
686,Kook N Keech,Graphic Printed Tie And Dye Pure Cotton Oversized T-shirt,₹369,₹999,(63% OFF),[4],['The quality is good of the T-shirt.. please keep it up..'],['Rahul'],['28 Dec 2023']
687,Sztori,Plus Size Striped Polo Collar Pure Cotton T-shirt,₹739,₹1999,(63% OFF),[4],['Overall nice tshirt'],['Jaanvi Rochiramani'],['2 Dec 2023']
688,ecott,Bio Finish Cotton T-shirt,₹417,₹549,(24% OFF),[],[],[],[]
689,HRX by Hrithik Roshan,Printed Rapid-Dry Running T-shirt,₹584,₹899,(35% OFF),[],[],[],[]
690,Roadster,The Lifestyle Co. Drop-Shoulder Sleeves Pure Cotton Longline T-shirt,₹384,₹1099,(65% OFF),[],[],[],[]
691,IVOC,Polo Collar Cotton T-shirt,₹745,₹1599,(Rs. 854 OFF),[],[],[],[]
692,FCUK,Round Neck Graphic Printed Oversized Fit Pure Cotton T-shirt,₹489,₹1399,(65% OFF),"[5, 5, 5]","['Quality wise its good', ""It's a baggy style, so likely to be on the looser side.. The fit is very cool. Well styled !"", 'Awesome quality t shirt']","['Amanpreet Kaur', 'Neha Sethi Bhagat', 'Dibyendu Paul']","['20 Oct 2023', '9 Oct 2023', '13 Oct 2023']"
693,HRX by Hrithik Roshan,Men Solid T-shirt,₹509,₹599,(15% OFF),[4],['Awasome product really satisfied'],['Rajasik Mukherjee'],['18 Jan 2024']
694,Friskers,Printed Slim Fit Pure Cotton T-shirt,₹571,₹969,(41% OFF),[],[],[],[]
695,Roadster,The Lifestyle Co. Men Ash Grey Henley Neck Pure Cotton T-shirt,₹319,₹799,(60% OFF),"[5, 4, 5]","['Loose and comfy with good fabric . Loved it 😍', ""As expected, the T-shirt material is good, let's washed the checkout to collar effect on the road star..."", 'nice tshirt... quality is good????']","['Cbc Webs', 'Santanu Khillar', 'Abhiraj Singh']","['14 June 2023', '3 Mar 2021', '10 Apr 2021']"
696,HRX by Hrithik Roshan,Typography Printed Reflective Detailed Rapid-Dry Running T-shirt,₹584,₹899,(35% OFF),[],[],[],[]
697,Louis Philippe Jeans,Men Black Typography Printed T-shirt,₹766,₹1299,(41% OFF),"[5, 5, 5]","['Good quality. Perfect size. Bought this for my brother and he was very happy', 'Very nice t-shirt, clothes are also very good, you can take....', 'Very nice t shirt ,i must say that .very nice product']","['Debosmita Ganguly', 'Krishan Paliwal', 'Shivanshu Gautam']","['30 Nov 2021', '4 Nov 2022', '25 Jan 2022']"
698,Mast & Harbour,Mast Harbour Navy Solid Polo Pure Cotton T-shirt,₹388,₹1049,(63% OFF),"[4, 5, 5]","['Product is good and is as expected but poor logistics and pathetic delivery agent service complies to swith to other websites. The delivery system is at the worst no resolution from customer support they just share information and waste our time. Had to wait for 9 days as the delivery guy refused to deliver the order and the company took 9 days to tell me same result. Had to reorder and wait for delivery. Myntra needs to work on logistics and customer support for sure', 'The fabric is good, the tshirt fits perfect. Everything is just like as shown on picture', 'Almost Everything Is Good And A Decent Polo Tshirt As Expected, Unbeatable Quality In This Price Range With Perfect Fitting,Loved It']","['Garkash Metkar', 'Vishal', 'Chaudhary Faheem Iqbal']","['16 Dec 2020', '29 Aug 2021', '15 July 2022']"
